Category,Date,Review Text,Score,Year,New Score
France,2018-08-01,Easy way to see Paris,5.0,2018,2
France,2018-02-01,Easy-to-Use & Fairly Clean,5.0,2018,2
France,2018-09-01,Fast And Effivient,5.0,2018,2
France,2018-08-01,Really outraged and poorly managed,1.0,2018,0
France,2018-09-01,Metro Great Food Average,3.0,2018,2
France,2018-09-01,Paris visit,1.0,2018,2
France,2018-08-01,Going Underground,5.0,2018,2
France,2018-03-01,GREAT WAY AROUND PARIS,5.0,2018,2
France,2018-08-01,smelled,3.0,2018,1
France,2017-10-01,Efficient but be careful,3.0,2017,2
France,2018-08-01,Average Trains and service,3.0,2018,2
France,2018-08-01,"Old, but seeing improvements",3.0,2018,2
France,2018-08-01,Don’t loose your ticket,5.0,2018,0
France,2017-09-01,Beware of scams,1.0,2017,0
France,2017-12-01,no stress,5.0,2017,2
France,2018-08-01,Keep your ticket!!!,1.0,2018,2
France,2018-08-01,Tourist Beware,1.0,2018,0
France,2018-08-01,First time on the Metro,5.0,2018,2
France,2018-08-01,Very systematic and on time,5.0,2018,2
France,2018-08-01,Rip off,1.0,2018,0
France,2018-08-01,Essential part of the Paris experience-excellent value travelcard,5.0,2018,2
France,2018-08-01,Be VERY careful to purchase the CORRECT type of tickets. I mistakenly bought the WRONG ones and was FINED 140 Euros!,3.0,2018,1
France,2018-08-01,One bad and costly experience,1.0,2018,0
France,2018-04-01,Clean and efficient metro,5.0,2018,2
France,2018-08-01,Watch out!,5.0,2018,2
France,2018-08-01,A great way to save money!,5.0,2018,2
France,2018-08-01,City to CDG,5.0,2018,2
France,2018-08-01,Absolutely horrific experience!! Tourists beware,1.0,2018,0
France,2018-08-01,Metro in france,1.0,2018,0
France,2018-08-01,fast but not comfortable,1.0,2018,2
France,2018-07-01,A good way to get around Paris.,5.0,2018,2
France,2018-07-01,Of all the mass transport systems...,5.0,2018,2
France,2018-07-01,Efficient and Easy to Use,5.0,2018,2
France,2018-07-01,Stolen wallet,1.0,2018,0
France,2018-08-01,Very efficient,5.0,2018,2
France,2018-08-01,Great,5.0,2018,2
France,2018-08-01,Efficient but crowded,3.0,2018,2
France,2018-07-01,Complete Disaster,1.0,2018,0
France,2018-08-01,Very poor customer service,1.0,2018,0
France,2018-07-01,Runs on time - can be crowded,5.0,2018,2
France,2018-08-01,Excellent service,5.0,2018,2
France,2018-07-01,"Organized scam for tourists, avoid at all costs",1.0,2018,0
France,2018-08-01,"ZOOOOOMMMMMM, SCREEEEEEECH",5.0,2018,2
France,2018-07-01,Invaluable and well run but could do with a facelift,5.0,2018,2
France,2018-07-01,Easy to Use,5.0,2018,2
France,2018-07-01,Complex but surprisingly straightforward...,5.0,2018,2
France,2017-12-01,Too good ... if u have map with u,5.0,2017,2
France,2018-07-01,Easy to navigate,5.0,2018,2
France,2018-06-01,EZ to use once you figure it out!,5.0,2018,2
France,2018-07-01,Such a great transport system,5.0,2018,2
France,2018-07-01,Efficient System,5.0,2018,2
France,2018-07-01,Can be confusing to begin with,3.0,2018,2
France,2018-07-01,I vacation to ride Metro's,5.0,2018,2
France,2018-07-01,Easy Way to see Paris: Beware of Pickpockets,3.0,2018,2
France,2018-07-01,Beware: they scam tourists,1.0,2018,0
France,2018-07-01,Easy way to get around!,5.0,2018,2
France,2018-06-01,"Relatively Inexpensive (Relative to other transport in the city, but not compared to other cities)",5.0,2018,2
France,2018-07-01,A quick guide to the Paris Metro,3.0,2018,2
France,2018-07-01,Which metro card to buy,3.0,2018,2
France,2018-07-01,Nightmare to figure it out,1.0,2018,0
France,2018-07-01,Cheap and Easy to Use but Tourists Beware,3.0,2018,2
France,2018-07-01,"Fined in the Metro, very unreasonable. Basically stealing.",1.0,2018,0
France,2018-07-01,"Paris Metro is great, but has it's issues..",5.0,2018,2
France,2018-07-01,Always Keep Your Ticket !,1.0,2018,0
France,2018-07-01,Nightmare !,1.0,2018,0
France,2018-07-01,Keep your ticket!,5.0,2018,2
France,2018-07-01,Easy to use,5.0,2018,2
France,2018-06-01,Very Easy To Get Around...Without Speaking French,5.0,2018,2
France,2018-06-01,Easy to Use,5.0,2018,2
France,2018-07-01,Warning for travelers on the Paris Metro.,3.0,2018,2
France,2018-07-01,Ticket inspectors infringments (con or no con),1.0,2018,0
France,2018-06-01,Great system inside Paris,5.0,2018,2
France,2018-06-01,horrible conditions - smells badly everywhere,1.0,2018,0
France,2018-05-01,In dire need of overhaul,1.0,2018,0
France,2018-05-01,Clean and Convenient,5.0,2018,2
France,2018-06-01,Need more directions and assistance for outsiders,3.0,2018,1
France,2018-06-01,Horrible experience,1.0,2018,0
France,2018-06-01,"Inexpensive, Efficient But NOT ADA or Luggage-Friendly; RER Impacted by Strikes",3.0,2018,2
France,2018-06-01,Nostalgia of the old times,1.0,2018,1
France,2018-06-01,Reminds me of Boston’s system,5.0,2018,2
France,2018-06-01,Very Easy Mode Of Transpo,5.0,2018,2
France,2018-06-01,Very Easy to Navigate,5.0,2018,2
France,2018-06-01,Riding on the Metro Made My Trip Easy!,5.0,2018,2
France,2018-06-01,Takes a bit of getting used to,3.0,2018,2
France,2018-06-01,A perfect transportation system destroyed by the fear of terrorism and the theft of ticjeting,1.0,2018,0
France,2018-05-01,An efficient (yet inaccessible) Metro system.,3.0,2018,2
France,2018-06-01,Beware the Paris transit police,3.0,2018,0
France,2018-05-01,The scourge of pickpockets and penalizing tourists,1.0,2018,0
France,2018-06-01,Easy to get around,5.0,2018,2
France,2018-06-01,"Terrible, narrow gates, no staff, no lifts, do not attempt to come with a pushchair or wheelchair",1.0,2018,0
France,2018-06-01,Great service at a reasonable price.,5.0,2018,2
France,2018-06-01,Danger! pickpockets!,1.0,2018,0
France,2018-05-01,Great way to get around and must be one of the cheapest underground systems,5.0,2018,2
France,2018-05-01,Great way to get around Paris,5.0,2018,2
France,2018-06-01,Go anywhere. Fast.,5.0,2018,2
France,2018-04-01,Get the weekly pass! Great transport system.,5.0,2018,2
France,2018-05-01,"So Clean, Easy, Reliable!",5.0,2018,2
France,2018-05-01,"Easy, fast and pick-pockets",5.0,2018,2
France,2018-05-01,Paris Transport,5.0,2018,2
France,2018-05-01,Passe Navigo Decouverte,5.0,2018,2
France,2018-05-01,Pathetic and cheating,1.0,2018,0
France,2018-05-01,Easy to use and very complete,5.0,2018,2
France,2018-04-01,Disconcerting experience,1.0,2018,0
France,2018-01-01,Good metro and convenient transport.,5.0,2018,2
France,2017-11-01,Quick and cheap,5.0,2017,2
France,2018-05-01,Keep your subway ticket or you may get a $50 Euro charge!!!!,1.0,2018,2
France,2018-05-01,Awesome way to get around,5.0,2018,2
France,2018-04-01,Crazy time in Paris,3.0,2018,2
France,2018-05-01,Efficient but not on a Sunday,5.0,2018,2
France,2018-03-01,Baby in Metro,5.0,2018,2
France,2018-04-01,Efficient and easy to use,5.0,2018,2
France,2018-05-01,Picking Pockets in Paris,3.0,2018,0
France,2018-05-01,Quickest route from Gare du Nord to Montparnasse,5.0,2018,1
France,2018-04-01,Easy Travel to Louvre,5.0,2018,2
France,2018-04-01,"Fast, reliable, safe",5.0,2018,2
France,2018-04-01,Travel around the city fast and inexpensively - lots of steps,5.0,2018,2
France,2018-04-01,Well connected,5.0,2018,2
France,2018-04-01,Excellent metro,5.0,2018,2
France,2018-04-01,GRANNYS A PICKPOCKET!!!,1.0,2018,0
France,2018-04-01,Europe halal trip with family,3.0,2018,2
France,2018-04-01,Multiple day tickets,5.0,2018,2
France,2018-04-01,cheap and clean but be careful,5.0,2018,2
France,2018-04-01,Best way to travel around Paris,5.0,2018,2
France,2018-04-01,Ripped off by arrogant green inspectors,1.0,2018,0
France,2018-04-01,Good service but beware pickpockets!,5.0,2018,2
France,2018-04-01,Get the NAVIGO PASS,5.0,2018,2
France,2018-04-01,Inspectors real bullies,1.0,2018,0
France,2018-04-01,Ticket Inspectors,1.0,2018,0
France,2018-04-01,Very busy,3.0,2018,2
France,2018-04-01,Paris Metro 4/2018,3.0,2018,2
France,2018-04-01,Great form of transportation but you need to be careful,5.0,2018,2
France,2018-03-01,Great for getting around,5.0,2018,2
France,2018-04-01,Good but not with luggage,3.0,2018,2
France,2018-04-01,Comprehensive urban transportation system,5.0,2018,2
France,2018-04-01,Highly efficient train system,5.0,2018,2
France,2018-02-01,Good metro network!,5.0,2018,2
France,2018-04-01,Small learning curve but most effective way to get around.,5.0,2018,2
France,2018-04-01,"Best to use in Paris, but in general dirty (recommendation included)",3.0,2018,2
France,2018-03-01,Worst metro from all the cities I visited!,1.0,2018,0
France,2018-03-01,Station that looks like a museum,5.0,2018,2
France,2018-04-01,Best means of transport within Paris but dirty and sometimes confusing,3.0,2018,2
France,2018-04-01,Fine at metro paris,1.0,2018,0
France,2018-03-01,Nasty and aggressive inspectors on Metro - make you want to leave France ASAP,1.0,2018,0
France,2017-04-01,Most convenient Subway system I've ever used,5.0,2017,2
France,2018-03-01,Convenient transport around the city!,5.0,2018,2
France,2018-03-01,Don’t buy passes till you get there!,1.0,2018,2
France,2018-03-01,Not really good in some aspects!,1.0,2018,2
France,2018-03-01,excellent transportation...not very friendly info booth personel,5.0,2018,2
France,2018-03-01,Don’t drop or lose your ticket,1.0,2018,0
France,2018-03-01,Very rude service staff at CDG ticket office,3.0,2018,0
France,2018-03-01,"Expensive, smelly, and packed.",1.0,2018,0
France,2018-03-01,Best way to get around Paris,5.0,2018,2
France,2018-03-01,Great servuve,5.0,2018,2
France,2018-03-01,Cost effective way. You need a passport size photo.,5.0,2018,2
France,2018-03-01,Easy to use ...,5.0,2018,2
France,2018-03-01,If you'll just take the small amount of time,5.0,2018,2
France,2018-03-01,"Clean, efficient and easy to navigate",5.0,2018,2
France,2018-02-01,5 Day metro passes,5.0,2018,2
France,2018-02-01,Easy to navigate and use - not particularly accessible,5.0,2018,2
France,2018-02-01,Day out to sites,5.0,2018,2
France,2018-02-01,Looking really dated,3.0,2018,0
France,2018-01-01,Very helpful,5.0,2018,2
France,2018-01-01,Horrible RER A,1.0,2018,0
France,2017-11-01,50EURO FINE FOR NOT HAVING YOUR ORIGINAL TICKET - Please read!!!!,1.0,2017,0
France,2017-12-01,Easiest way to get around,5.0,2017,2
France,2017-12-01,Fantastic way to get around Paris,5.0,2017,2
France,2018-01-01,Rude staff and no signage.,1.0,2018,0
France,2018-01-01,"Such a shame,rude staff,unhelpful.",1.0,2018,0
France,2018-01-01,10 ride pass - best deal,5.0,2018,2
France,2017-05-01,Simple & Easy to use,5.0,2017,2
France,2017-10-01,Best way to explore Paris,5.0,2017,2
France,2018-01-01,Clousure of stations without any announcement,1.0,2018,0
France,2018-01-01,Shame on you Paris. Ripping off tourists!!!,1.0,2018,0
France,2018-01-01,The best way to visit Paris,5.0,2018,2
France,2017-12-01,Needs a lot of Investment,1.0,2017,0
France,2017-12-01,Easy and cheap,5.0,2017,2
France,2017-12-01,Filthy and unhygienic to the core,1.0,2017,0
France,2017-06-01,"Bits, Bob's and Battles.",5.0,2017,2
France,2017-12-01,ticket scam in paris metro,1.0,2017,0
France,2017-12-01,watch out for pickpockets,5.0,2017,0
France,2017-12-01,Navigo monthly pass is value,5.0,2017,2
France,2017-12-01,Only If You Must,3.0,2017,2
France,2017-12-01,Best way to get around Paris,5.0,2017,2
France,2017-09-01,Necessary evil,5.0,2017,0
France,2017-12-01,Tips on Navigating the Metro,5.0,2017,2
France,2017-12-01,It will get you from point A to B fine,3.0,2017,2
France,2017-01-01,J'évite par tous les moyens ce transport,1.0,2017,0
France,2017-11-01,Horrible,1.0,2017,0
France,2017-12-01,"Not for handicapped, old or passengers with luggage",3.0,2017,1
France,2017-07-01,Absolutely the best way to get around Paris !,5.0,2017,2
France,2017-12-01,Excellent,5.0,2017,2
France,2017-01-01,Paris Metro,5.0,2017,2
France,2017-11-01,Easy enough and cheapish,5.0,2017,2
France,2017-11-01,"Expensive, hazardous, no staff after ticket booths",1.0,2017,0
France,2017-10-01,Very old but convenient way to visit Paris,5.0,2017,2
France,2017-10-01,Hard to navigate with baggage. Watch your valuables!,1.0,2017,0
France,2017-10-01,"Safe, clean and easy",5.0,2017,2
France,2017-11-01,Beware!,1.0,2017,0
France,2017-11-01,Metro,5.0,2017,2
France,2017-06-01,"A fabulous, efficient way to go anywhere in Paris!!",5.0,2017,2
France,2017-11-01,Decent Service - Poor Accessibility,3.0,2017,1
France,2017-10-01,the best way to get around Paris,5.0,2017,2
France,2017-11-01,Easy to use,5.0,2017,2
France,2017-10-01,Best transport in Paris,5.0,2017,2
France,2017-10-01,Great way to get around,5.0,2017,2
France,2017-10-01,"A confusing, old and difficult Metro",3.0,2017,1
France,2017-10-01,Frequent and hassle free,5.0,2017,2
France,2017-09-01,CHEAP WAY TO GO AROUND PARIS!,5.0,2017,2
France,2017-09-01,Watch out for gangs of pickpockets on the metro,1.0,2017,0
France,2017-10-01,Easy to use...,5.0,2017,2
France,2017-10-01,Best way to get around.,5.0,2017,2
France,2017-10-01,"Pretty well signposted, generally clean",5.0,2017,2
France,2017-09-01,Paris is Best on Foot and by Metro,5.0,2017,2
France,2017-10-01,Easier with the app,5.0,2017,2
France,2017-10-01,really friendly usee,5.0,2017,2
France,2017-10-01,Efficient and regular trains,5.0,2017,2
France,2017-07-01,"Gets you everywhere, but needs some upgrades.",3.0,2017,2
France,2016-12-01,It will get you where you need to go,3.0,2016,2
France,2017-10-01,Don't throw your ticket away.,3.0,2017,0
France,2017-09-01,Could be a better system,1.0,2017,2
France,2017-09-01,"Efficient, reasonably priced and easy to use",5.0,2017,2
France,2017-09-01,Infested with gangs of pick pockets,1.0,2017,0
France,2017-09-01,Cheap to use but dirty,3.0,2017,2
France,2017-09-01,Very efficient and comprehensive,5.0,2017,2
France,2017-09-01,Fast and easy,5.0,2017,2
France,2017-09-01,Excellent service,5.0,2017,2
France,2017-08-01,Cheapest way to get around Paris,5.0,2017,2
France,2017-09-01,Great Public Transport,5.0,2017,2
France,2017-08-01,Fast and efficient,5.0,2017,2
France,2017-09-01,Easiest way to get round Paris,5.0,2017,2
France,2017-06-01,Perfect it was!!,5.0,2017,2
France,2017-09-01,Cheap but dirty,3.0,2017,1
France,2017-09-01,The only way to travel,5.0,2017,2
France,2016-10-01,Best in europe,5.0,2016,2
France,2017-06-01,Needs updating,3.0,2017,1
France,2017-07-01,"Convenient, economical and efficient mode of transportation in Paris",5.0,2017,2
France,2017-06-01,Most convenient & economical mode of transport to explore Paris...,5.0,2017,2
France,2017-08-01,Convenient but badly in need of some love.,3.0,2017,1
France,2017-08-01,"Paris’ Metro -a bargain & great value, excellent & efficient too!",5.0,2017,2
France,2017-08-01,Not Impressed,3.0,2017,2
France,2017-08-01,Very easy to use,5.0,2017,2
France,2017-08-01,"Very efficient, cost effective and convenient",5.0,2017,2
France,2017-07-01,Pickpockets!,1.0,2017,2
France,2017-07-01,Best mode of transportation to explore Paris,5.0,2017,2
France,2017-08-01,Excellent,5.0,2017,2
France,2017-08-01,Good public transport and cheap prices,5.0,2017,2
France,2017-05-01,Everywhere connected,5.0,2017,2
France,2017-06-01,Efficient Metro - Efficient Police in Metro,5.0,2017,2
France,2017-08-01,Get the Passe Navigo Découverte -- but beware!!!,5.0,2017,2
France,2017-04-01,"Conveniently confusing...BEST ticket is a ""T+""",5.0,2017,2
France,2017-07-01,USE THE METRO APP! It works!!!,5.0,2017,2
France,2017-05-01,Best in the World!,5.0,2017,2
France,2017-07-01,great transportation,5.0,2017,2
France,2017-08-01,Very easy to use,5.0,2017,2
France,2017-08-01,The PARIS VISITE CARD now allows more,5.0,2017,2
France,2017-07-01,Best Way to get around Paris; buy day passes,5.0,2017,2
France,2016-09-01,Quickest way around the city,3.0,2016,2
France,2017-07-01,FINED 60euros AND REFUNDED AFTER FORMAL COMPLAINT.,3.0,2017,0
France,2017-07-01,Needs to be cleaned up,3.0,2017,2
France,2017-07-01,Worst experience ever.,1.0,2017,0
France,2017-08-01,Unpleasantly suprised by the French authorities,3.0,2017,1
France,2017-08-01,Great system,5.0,2017,2
France,2016-09-01,See the real Paris,5.0,2016,2
France,2017-07-01,Gets you everywhere,5.0,2017,2
France,2017-07-01,Horrible experience with Paris Metro,1.0,2017,0
France,2017-07-01,Horrible for mobility issues,1.0,2017,0
France,2017-07-01,Can be good or vad,3.0,2017,2
France,2017-07-01,Quick and Easy,5.0,2017,2
France,2016-09-01,Worth a try,5.0,2016,2
France,2017-07-01,NYC needs to revamp,5.0,2017,1
France,2017-07-01,Best way to travel around Paris,5.0,2017,2
France,2017-07-01,"Easy to use, get the app!",5.0,2017,2
France,2017-07-01,Metro is no so good.,1.0,2017,2
France,2017-07-01,Easy,5.0,2017,2
France,2017-07-01,Great Fun,5.0,2017,2
France,2017-07-01,Easy to travel in Paris,5.0,2017,2
France,2017-05-01,Great Value and Convenience,5.0,2017,2
France,2017-07-01,"Convenient, Quick, Cost-effective",5.0,2017,2
France,2017-07-01,Needs Improvements,3.0,2017,1
France,2017-07-01,Good way to get around - but not really pleasant.,5.0,2017,2
France,2017-07-01,Efficient but not as good as London,3.0,2017,2
France,2017-07-01,Quick and dirty,3.0,2017,1
France,2016-08-01,Convenient and inexpensive,5.0,2016,2
France,2017-07-01,"Convenient, fast if a little tired in places",5.0,2017,2
France,2017-07-01,It's a really quick and cheap way of getting around,5.0,2017,2
France,2017-06-01,Serious investment needed,1.0,2017,0
France,2017-07-01,Paris Metro official web site: ratp.fr,5.0,2017,0
France,2017-07-01,Good way to get around the city,3.0,2017,2
France,2017-06-01,Great once you get the hang of it,5.0,2017,2
France,2017-06-01,It is OK,3.0,2017,1
France,2017-06-01,Navigo Decouverte - love the Metro!,5.0,2017,2
